Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,CP10A_scaffolds.fasta_PROKKA_09032023,CP12E_scaffolds.fasta_PROKKA_09032023,CP13A_scaffolds.fasta_PROKKA_09032023,CP15C_scaffolds.fasta_PROKKA_09032023,CP17D_scaffolds.fasta_PROKKA_09032023,CP19F2_scaffolds.fasta_PROKKA_09032023,CP20G1_scaffolds.fasta_PROKKA_09032023,CP2A_scaffolds.fasta_PROKKA_09032023,CP3F2_scaffolds.fasta_PROKKA_09032023,CP5A_scaffolds.fasta_PROKKA_09032023
group_160,,hypothetical protein,10,10,1.0,1,276,,,,2463,2463,2463.0,JPLAHNLF_00502,JAGMMPDK_00619,EONIFOAI_01261,BJIDENJG_00388,HGPKINJB_00743,IJMDIMPO_00502,CJGAGBCL_00542,OLBBELCE_01170,DHHEPMPN_00501,IHHDMFPH_00887
slmA,slmA,Nucleoid occlusion factor SlmA,10,10,1.0,1,273,,,,633,633,633.0,JPLAHNLF_05037,JAGMMPDK_05701,EONIFOAI_01102,BJIDENJG_00628,HGPKINJB_01183,IJMDIMPO_05326,CJGAGBCL_05370,OLBBELCE_05321,DHHEPMPN_05188,IHHDMFPH_00055
group_157,,hypothetical protein,10,10,1.0,1,272,,,,2496,2496,2496.0,JPLAHNLF_04432,JAGMMPDK_03948,EONIFOAI_01931,BJIDENJG_02067,HGPKINJB_03003,IJMDIMPO_03066,CJGAGBCL_03609,OLBBELCE_03276,DHHEPMPN_02178,IHHDMFPH_03703
sfnC_3,sfnC_3,putative FMNH2-dependent monooxygenase SfnC,10,10,1.0,1,271,,,,1224,1224,1224.0,JPLAHNLF_05383,JAGMMPDK_05360,EONIFOAI_05288,BJIDENJG_00558,HGPKINJB_04718,IJMDIMPO_05458,CJGAGBCL_04575,OLBBELCE_05576,DHHEPMPN_05383,IHHDMFPH_04970
fimD,fimD,Outer membrane usher protein FimD,10,10,1.0,1,270,,,,2511,2511,2511.0,JPLAHNLF_04487,JAGMMPDK_04003,EONIFOAI_01987,BJIDENJG_02011,HGPKINJB_03059,IJMDIMPO_03011,CJGAGBCL_03554,OLBBELCE_03331,DHHEPMPN_02123,IHHDMFPH_03753
rhaR_1~~~rhaR_2,rhaR_1;rhaR_2,HTH-type transcriptional activator RhaR,10,10,1.0,1,269,,,,792,792,792.0,JPLAHNLF_01342,JAGMMPDK_01422,EONIFOAI_00944,BJIDENJG_00786,HGPKINJB_01340,IJMDIMPO_01664,CJGAGBCL_01307,OLBBELCE_02124,DHHEPMPN_00578,IHHDMFPH_00156
argP_3~~~oxyR_3,argP_3;oxyR_3,HTH-type transcriptional regulator ArgP;Hydrogen peroxide-inducible genes activator,10,10,1.0,1,267,,,,963,1080,974.7,JPLAHNLF_03433,JAGMMPDK_04398,EONIFOAI_03648,BJIDENJG_02902,HGPKINJB_03283,IJMDIMPO_04388,CJGAGBCL_02087,OLBBELCE_03727,DHHEPMPN_04380,IHHDMFPH_03219
hrpB,hrpB,ATP-dependent RNA helicase HrpB,10,10,1.0,1,266,,,,2508,2508,2508.0,JPLAHNLF_02832,JAGMMPDK_02520,EONIFOAI_05047,BJIDENJG_04048,HGPKINJB_02512,IJMDIMPO_03383,CJGAGBCL_01670,OLBBELCE_02680,DHHEPMPN_01339,IHHDMFPH_01865
group_155,,hypothetical protein,10,10,1.0,1,265,,,,867,867,867.0,JPLAHNLF_03150,JAGMMPDK_05576,EONIFOAI_04824,BJIDENJG_06149,HGPKINJB_03560,IJMDIMPO_03892,CJGAGBCL_05214,OLBBELCE_05097,DHHEPMPN_03701,IHHDMFPH_05441
copA_1,copA_1,putative copper-importing P-type ATPase A,10,10,1.0,1,264,,,,2508,2508,2508.0,JPLAHNLF_00169,JAGMMPDK_00952,EONIFOAI_01536,BJIDENJG_00112,HGPKINJB_01018,IJMDIMPO_00169,CJGAGBCL_00873,OLBBELCE_00839,DHHEPMPN_00170,IHHDMFPH_00620
group_154,,hypothetical protein,10,10,1.0,1,263,,,,339,339,339.0,JPLAHNLF_04243,JAGMMPDK_04223,EONIFOAI_03774,BJIDENJG_04128,HGPKINJB_03940,IJMDIMPO_04543,CJGAGBCL_04371,OLBBELCE_04887,DHHEPMPN_04287,IHHDMFPH_03896
group_153,,hypothetical protein,10,10,1.0,1,262,,,,2511,2511,2511.0,JPLAHNLF_03271,JAGMMPDK_03138,EONIFOAI_04540,BJIDENJG_04514,HGPKINJB_03442,IJMDIMPO_04013,CJGAGBCL_02880,OLBBELCE_04721,DHHEPMPN_03580,IHHDMFPH_01079
gloC,gloC,Hydroxyacylglutathione hydrolase GloC,10,10,1.0,1,261,,,,645,645,645.0,JPLAHNLF_02401,JAGMMPDK_01799,EONIFOAI_03044,BJIDENJG_03754,HGPKINJB_05974,IJMDIMPO_01423,CJGAGBCL_03341,OLBBELCE_00311,DHHEPMPN_02532,IHHDMFPH_05126
uvrA_1,uvrA_1,UvrABC system protein A,10,10,1.0,1,259,,,,2520,2520,2520.0,JPLAHNLF_03599,JAGMMPDK_03296,EONIFOAI_02652,BJIDENJG_04940,HGPKINJB_04862,IJMDIMPO_04756,CJGAGBCL_02998,OLBBELCE_00609,DHHEPMPN_04742,IHHDMFPH_05074
group_150,,hypothetical protein,10,10,1.0,1,257,,,,792,810,799.2,JPLAHNLF_00402,JAGMMPDK_00719,EONIFOAI_01365,BJIDENJG_00283,HGPKINJB_00847,IJMDIMPO_00402,CJGAGBCL_00642,OLBBELCE_01070,DHHEPMPN_00401,IHHDMFPH_00784
group_149,,hypothetical protein,10,10,1.0,1,256,,,,597,597,597.0,JPLAHNLF_04169,JAGMMPDK_03420,EONIFOAI_03710,BJIDENJG_04192,HGPKINJB_04004,IJMDIMPO_01596,CJGAGBCL_05495,OLBBELCE_00484,DHHEPMPN_02772,IHHDMFPH_03832
infB,infB,Translation initiation factor IF-2,10,10,1.0,1,253,,,,2526,2526,2526.0,JPLAHNLF_02716,JAGMMPDK_02404,EONIFOAI_04055,BJIDENJG_03953,HGPKINJB_02417,IJMDIMPO_03267,CJGAGBCL_01787,OLBBELCE_02564,DHHEPMPN_01223,IHHDMFPH_01769
group_147,,hypothetical protein,10,10,1.0,1,252,,,,2526,2526,2526.0,JPLAHNLF_02282,JAGMMPDK_01681,EONIFOAI_05922,BJIDENJG_02372,HGPKINJB_03580,IJMDIMPO_01305,CJGAGBCL_04087,OLBBELCE_00193,DHHEPMPN_02414,IHHDMFPH_01278
rcsC_22,rcsC_22,Sensor histidine kinase RcsC,10,10,1.0,1,250,,,,2538,2538,2538.0,JPLAHNLF_03565,JAGMMPDK_03262,EONIFOAI_02686,BJIDENJG_04906,HGPKINJB_04828,IJMDIMPO_04722,CJGAGBCL_02964,OLBBELCE_00643,DHHEPMPN_04776,IHHDMFPH_05108
clpB_2,clpB_2,Chaperone protein ClpB,10,10,1.0,1,249,,,,2565,2565,2565.0,JPLAHNLF_02206,JAGMMPDK_01605,EONIFOAI_04233,BJIDENJG_02400,HGPKINJB_03608,IJMDIMPO_01229,CJGAGBCL_03852,OLBBELCE_00117,DHHEPMPN_04488,IHHDMFPH_01306
group_145,,hypothetical protein,10,10,1.0,1,248,,,,171,240,218.1,JPLAHNLF_03737,JAGMMPDK_03607,EONIFOAI_02519,BJIDENJG_03897,HGPKINJB_02654,IJMDIMPO_03811,CJGAGBCL_02485,OLBBELCE_04224,DHHEPMPN_04199,IHHDMFPH_02439
tdhA,tdhA,TonB-dependent heme receptor A,10,10,1.0,1,247,,,,2559,2559,2559.0,JPLAHNLF_03514,JAGMMPDK_04317,EONIFOAI_03567,BJIDENJG_02821,HGPKINJB_03202,IJMDIMPO_04469,CJGAGBCL_02006,OLBBELCE_03808,DHHEPMPN_04461,IHHDMFPH_03294
papC,papC,Outer membrane usher protein PapC,10,10,1.0,1,246,,,,2556,2556,2556.0,JPLAHNLF_04163,JAGMMPDK_03426,EONIFOAI_03704,BJIDENJG_04198,HGPKINJB_04010,IJMDIMPO_01590,CJGAGBCL_05489,OLBBELCE_00478,DHHEPMPN_02766,IHHDMFPH_03826
group_144,,hypothetical protein,10,10,1.0,1,245,,,,825,4794,3228.3,JPLAHNLF_03645,JAGMMPDK_03342,EONIFOAI_02606,BJIDENJG_04986,HGPKINJB_04908,IJMDIMPO_04802,CJGAGBCL_03044,OLBBELCE_00563,DHHEPMPN_02851,IHHDMFPH_02526
rfbD~~~rfbD_2,rfbD;rfbD_2,dTDP-4-dehydrorhamnose reductase,10,10,1.0,1,244,,,,897,897,897.0,JPLAHNLF_00202,JAGMMPDK_00919,EONIFOAI_01504,BJIDENJG_00144,HGPKINJB_00986,IJMDIMPO_00202,CJGAGBCL_00840,OLBBELCE_00872,DHHEPMPN_00203,IHHDMFPH_00645
group_143,,hypothetical protein,10,10,1.0,1,243,,,,303,303,303.0,JPLAHNLF_05071,JAGMMPDK_05516,EONIFOAI_01137,BJIDENJG_00593,HGPKINJB_01148,IJMDIMPO_05559,CJGAGBCL_05404,OLBBELCE_05355,DHHEPMPN_05544,IHHDMFPH_00020
ycaC_1,;ycaC_1,hypothetical protein;putative hydrolase YcaC,10,10,1.0,1,242,,,,375,618,520.8,JPLAHNLF_03670,JAGMMPDK_03367,EONIFOAI_02581,BJIDENJG_05921,HGPKINJB_02592,IJMDIMPO_03879,CJGAGBCL_03069,OLBBELCE_00538,DHHEPMPN_02826,IHHDMFPH_02501
group_142,,hypothetical protein,10,10,1.0,1,241,,,,180,186,183.6,JPLAHNLF_02150,JAGMMPDK_01549,EONIFOAI_04290,BJIDENJG_02457,HGPKINJB_03665,IJMDIMPO_01173,CJGAGBCL_03908,OLBBELCE_00061,DHHEPMPN_04544,IHHDMFPH_01362
group_141,,Acetyltransferase,10,10,1.0,1,240,,,,426,426,426.0,JPLAHNLF_03638,JAGMMPDK_03335,EONIFOAI_02615,BJIDENJG_04977,HGPKINJB_04899,IJMDIMPO_04795,CJGAGBCL_03037,OLBBELCE_00570,DHHEPMPN_04703,IHHDMFPH_02535
bluB,bluB,56-dimethylbenzimidazole synthase,10,10,1.0,1,238,,,,651,651,651.0,JPLAHNLF_00262,JAGMMPDK_00859,EONIFOAI_01445,BJIDENJG_00203,HGPKINJB_00927,IJMDIMPO_00262,CJGAGBCL_00780,OLBBELCE_00932,DHHEPMPN_00263,IHHDMFPH_00704
group_138,,hypothetical protein,10,10,1.0,1,236,,,,729,729,729.0,JPLAHNLF_05622,JAGMMPDK_05617,EONIFOAI_01021,BJIDENJG_00709,HGPKINJB_01263,IJMDIMPO_05678,CJGAGBCL_05672,OLBBELCE_05750,DHHEPMPN_05647,IHHDMFPH_04791
acnD,acnD,2-methylcitrate dehydratase (2-methyl-trans-aconitate forming),10,10,1.0,1,235,,,,2595,2595,2595.0,JPLAHNLF_00101,JAGMMPDK_01020,EONIFOAI_01604,BJIDENJG_00043,HGPKINJB_01086,IJMDIMPO_00101,CJGAGBCL_00941,OLBBELCE_00771,DHHEPMPN_00102,IHHDMFPH_00552
group_137,,hypothetical protein,10,10,1.0,1,233,,,,2607,2607,2607.0,JPLAHNLF_05841,JAGMMPDK_05835,EONIFOAI_06136,BJIDENJG_00505,HGPKINJB_00624,IJMDIMPO_05907,CJGAGBCL_05786,OLBBELCE_01285,DHHEPMPN_05889,IHHDMFPH_05022
leuS,leuS,Leucine--tRNA ligase,10,10,1.0,1,232,,,,2607,2607,2607.0,JPLAHNLF_02854,JAGMMPDK_02542,EONIFOAI_05069,BJIDENJG_05454,HGPKINJB_02534,IJMDIMPO_03405,CJGAGBCL_01648,OLBBELCE_02702,DHHEPMPN_01361,IHHDMFPH_01887
group_136,,hypothetical protein,10,10,1.0,1,231,,,,585,585,585.0,JPLAHNLF_05620,JAGMMPDK_05615,EONIFOAI_01019,BJIDENJG_00711,HGPKINJB_01265,IJMDIMPO_05676,CJGAGBCL_05670,OLBBELCE_05748,DHHEPMPN_05645,IHHDMFPH_04789
group_135,,hypothetical protein,10,10,1.0,1,230,,,,357,357,357.0,JPLAHNLF_03802,JAGMMPDK_03672,EONIFOAI_02451,BJIDENJG_03829,HGPKINJB_02722,IJMDIMPO_03746,CJGAGBCL_02550,OLBBELCE_04289,DHHEPMPN_04134,IHHDMFPH_02368
group_134,,hypothetical protein,10,10,1.0,1,229,,,,348,426,394.8,JPLAHNLF_03679,JAGMMPDK_03376,EONIFOAI_02579,BJIDENJG_05919,HGPKINJB_02594,IJMDIMPO_03870,CJGAGBCL_03078,OLBBELCE_00529,DHHEPMPN_02817,IHHDMFPH_02499
tmk_2~~~tmk_3~~~tmk_1,tmk_2;tmk_3;tmk_1,Thymidylate kinase,10,11,1.1,1,228,,,,369,633,585.8181818181819,JPLAHNLF_00020,JAGMMPDK_01102,EONIFOAI_06042,BJIDENJG_05260,HGPKINJB_05441,IJMDIMPO_00020,CJGAGBCL_05557,OLBBELCE_00690,DHHEPMPN_00020,IHHDMFPH_05736;IHHDMFPH_04320
topA,topA,DNA topoisomerase 1,10,10,1.0,1,227,,,,2622,2622,2622.0,JPLAHNLF_03366,JAGMMPDK_03559,EONIFOAI_04924,BJIDENJG_02969,HGPKINJB_03350,IJMDIMPO_04321,CJGAGBCL_02154,OLBBELCE_03660,DHHEPMPN_02633,IHHDMFPH_03152
group_133,,hypothetical protein,10,10,1.0,1,226,,,,213,213,213.0,JPLAHNLF_04228,JAGMMPDK_04238,EONIFOAI_03788,BJIDENJG_04114,HGPKINJB_03926,IJMDIMPO_04528,CJGAGBCL_04356,OLBBELCE_04872,DHHEPMPN_04272,IHHDMFPH_03910
mreC,mreC,Cell shape-determining protein MreC,10,10,1.0,1,225,,,,1086,1116,1113.0,JPLAHNLF_02337,JAGMMPDK_01736,EONIFOAI_04445,BJIDENJG_02317,HGPKINJB_05292,IJMDIMPO_01360,CJGAGBCL_03278,OLBBELCE_00248,DHHEPMPN_02469,IHHDMFPH_01223
group_132,,hypothetical protein,10,10,1.0,1,224,,,,2643,2643,2643.0,JPLAHNLF_03594,JAGMMPDK_03291,EONIFOAI_02657,BJIDENJG_04935,HGPKINJB_04857,IJMDIMPO_04751,CJGAGBCL_02993,OLBBELCE_00614,DHHEPMPN_04747,IHHDMFPH_05079
ppc,ppc,Phosphoenolpyruvate carboxylase,10,10,1.0,1,223,,,,2646,2646,2646.0,JPLAHNLF_04181,JAGMMPDK_04285,EONIFOAI_03830,BJIDENJG_04072,HGPKINJB_03884,IJMDIMPO_04481,CJGAGBCL_04741,OLBBELCE_04825,DHHEPMPN_04225,IHHDMFPH_03953
group_131,,hypothetical protein,10,10,1.0,1,222,,,,942,942,942.0,JPLAHNLF_00150,JAGMMPDK_00971,EONIFOAI_01555,BJIDENJG_00093,HGPKINJB_01037,IJMDIMPO_00150,CJGAGBCL_00892,OLBBELCE_00820,DHHEPMPN_00151,IHHDMFPH_00601
group_129,,hypothetical protein,10,10,1.0,1,219,,,,207,207,207.0,JPLAHNLF_03734,JAGMMPDK_03604,EONIFOAI_02522,BJIDENJG_03900,HGPKINJB_02651,IJMDIMPO_03814,CJGAGBCL_02482,OLBBELCE_04221,DHHEPMPN_04202,IHHDMFPH_02442
group_128,,hypothetical protein,10,10,1.0,1,218,,,,318,339,336.9,JPLAHNLF_03472,JAGMMPDK_04359,EONIFOAI_03609,BJIDENJG_02863,HGPKINJB_03244,IJMDIMPO_04427,CJGAGBCL_02048,OLBBELCE_03766,DHHEPMPN_04419,IHHDMFPH_03258
kdpD_2,kdpD_2,Sensor protein KdpD,10,10,1.0,1,217,,,,2652,2652,2652.0,JPLAHNLF_05347,JAGMMPDK_05324,EONIFOAI_05252,BJIDENJG_00522,HGPKINJB_04682,IJMDIMPO_05494,CJGAGBCL_04611,OLBBELCE_05540,DHHEPMPN_05419,IHHDMFPH_05006
kdpD_1,kdpD_1,Sensor protein KdpD,10,10,1.0,1,216,,,,2652,2652,2652.0,JPLAHNLF_03288,JAGMMPDK_03155,EONIFOAI_04557,BJIDENJG_04531,HGPKINJB_03425,IJMDIMPO_04030,CJGAGBCL_02863,OLBBELCE_04704,DHHEPMPN_03563,IHHDMFPH_01096
aceE_2,aceE_2,Pyruvate dehydrogenase E1 component,10,10,1.0,1,215,,,,2679,2679,2679.0,JPLAHNLF_03057,JAGMMPDK_02658,EONIFOAI_05381,BJIDENJG_05353,HGPKINJB_05579,IJMDIMPO_03521,CJGAGBCL_02261,OLBBELCE_02918,DHHEPMPN_02917,IHHDMFPH_04595
gyrA,gyrA,DNA gyrase subunit A,10,10,1.0,1,214,,,,2664,2664,2664.0,JPLAHNLF_03322,JAGMMPDK_03189,EONIFOAI_04589,BJIDENJG_04563,HGPKINJB_03393,IJMDIMPO_04064,CJGAGBCL_02829,OLBBELCE_04670,DHHEPMPN_03529,IHHDMFPH_01128
nemA_2~~~nemA_3,nemA_2;nemA_3,N-ethylmaleimide reductase,10,11,1.1,1,213,,,,426,1056,952.6363636363636,JPLAHNLF_03532,JAGMMPDK_04299,EONIFOAI_03551,BJIDENJG_02805,HGPKINJB_03186,IJMDIMPO_05854,CJGAGBCL_01988,OLBBELCE_03826,DHHEPMPN_04479,IHHDMFPH_03311;IHHDMFPH_03310
group_127,,hypothetical protein,10,10,1.0,1,212,,,,258,258,258.0,JPLAHNLF_02383,JAGMMPDK_01781,EONIFOAI_04400,BJIDENJG_02272,HGPKINJB_05247,IJMDIMPO_01405,CJGAGBCL_03323,OLBBELCE_00293,DHHEPMPN_02514,IHHDMFPH_01178
group_126,,hypothetical protein,10,10,1.0,1,211,,,,174,180,176.4,JPLAHNLF_04234,JAGMMPDK_04232,EONIFOAI_03782,BJIDENJG_04120,HGPKINJB_03932,IJMDIMPO_04534,CJGAGBCL_04362,OLBBELCE_04878,DHHEPMPN_04278,IHHDMFPH_03904
group_125,,hypothetical protein,10,10,1.0,1,209,,,,591,591,591.0,JPLAHNLF_00149,JAGMMPDK_00972,EONIFOAI_01556,BJIDENJG_00092,HGPKINJB_01038,IJMDIMPO_00149,CJGAGBCL_00893,OLBBELCE_00819,DHHEPMPN_00150,IHHDMFPH_00600
group_124,,hypothetical protein,10,10,1.0,1,208,,,,2691,2691,2691.0,JPLAHNLF_03359,JAGMMPDK_03566,EONIFOAI_04917,BJIDENJG_02976,HGPKINJB_03357,IJMDIMPO_04314,CJGAGBCL_02161,OLBBELCE_03653,DHHEPMPN_02626,IHHDMFPH_03145
pxpC_1,pxpC_1,5-oxoprolinase subunit C,10,10,1.0,1,207,,,,915,915,915.0,JPLAHNLF_03388,JAGMMPDK_03537,EONIFOAI_03693,BJIDENJG_02947,HGPKINJB_03328,IJMDIMPO_04343,CJGAGBCL_02132,OLBBELCE_03682,DHHEPMPN_02655,IHHDMFPH_03174
group_123,,hypothetical protein,10,10,1.0,1,206,,,,300,300,300.0,JPLAHNLF_01803,JAGMMPDK_01870,EONIFOAI_03329,BJIDENJG_03230,HGPKINJB_02964,IJMDIMPO_02690,CJGAGBCL_03649,OLBBELCE_05039,DHHEPMPN_00902,IHHDMFPH_02760
group_121,,hypothetical protein,10,10,1.0,1,204,,,,576,576,576.0,JPLAHNLF_04823,JAGMMPDK_04920,EONIFOAI_01178,BJIDENJG_00471,HGPKINJB_00660,IJMDIMPO_00583,CJGAGBCL_04710,OLBBELCE_01251,DHHEPMPN_04883,IHHDMFPH_00964
group_120,,hypothetical protein,10,10,1.0,1,203,,,,141,141,141.0,JPLAHNLF_04885,JAGMMPDK_04858,EONIFOAI_01244,BJIDENJG_00405,HGPKINJB_00726,IJMDIMPO_00521,CJGAGBCL_04648,OLBBELCE_01189,DHHEPMPN_04945,IHHDMFPH_00904
group_119,,hypothetical protein,10,10,1.0,1,202,,,,156,156,156.0,JPLAHNLF_05038,JAGMMPDK_05700,EONIFOAI_01104,BJIDENJG_00626,HGPKINJB_01181,IJMDIMPO_05327,CJGAGBCL_05371,OLBBELCE_05322,DHHEPMPN_05189,IHHDMFPH_00053
mgtA_2,mgtA_2,Magnesium-transporting ATPase P-type 1,10,10,1.0,1,201,,,,2706,2706,2706.0,JPLAHNLF_03759,JAGMMPDK_03629,EONIFOAI_02496,BJIDENJG_03874,HGPKINJB_02677,IJMDIMPO_03789,CJGAGBCL_02507,OLBBELCE_04246,DHHEPMPN_04177,IHHDMFPH_02416
group_118,,hypothetical protein,10,10,1.0,1,200,,,,105,420,231.0,JPLAHNLF_03647,JAGMMPDK_03344,EONIFOAI_02604,BJIDENJG_04988,HGPKINJB_04910,IJMDIMPO_04804,CJGAGBCL_03046,OLBBELCE_00561,DHHEPMPN_02849,IHHDMFPH_02524
nasA_1,nasA_1,Nitrate reductase,10,10,1.0,1,198,,,,2709,2709,2709.0,JPLAHNLF_00123,JAGMMPDK_00998,EONIFOAI_01582,BJIDENJG_00065,HGPKINJB_01064,IJMDIMPO_00123,CJGAGBCL_00919,OLBBELCE_00793,DHHEPMPN_00124,IHHDMFPH_00574
group_116,,hypothetical protein,10,10,1.0,1,197,,,,333,333,333.0,JPLAHNLF_04862,JAGMMPDK_04881,EONIFOAI_01217,BJIDENJG_00432,HGPKINJB_00699,IJMDIMPO_00544,CJGAGBCL_04671,OLBBELCE_01212,DHHEPMPN_04922,IHHDMFPH_00926
mgtB,mgtB,Magnesium-transporting ATPase P-type 1,10,10,1.0,1,196,,,,2715,2715,2715.0,JPLAHNLF_01345,JAGMMPDK_01425,EONIFOAI_00947,BJIDENJG_00783,HGPKINJB_01337,IJMDIMPO_01661,CJGAGBCL_01310,OLBBELCE_02127,DHHEPMPN_00575,IHHDMFPH_00153
ypeA_2~~~ypeA_1,ypeA_2;ypeA_1,Acetyltransferase YpeA,10,10,1.0,1,195,,,,435,435,435.0,JPLAHNLF_03627,JAGMMPDK_03324,EONIFOAI_02624,BJIDENJG_04968,HGPKINJB_04890,IJMDIMPO_04784,CJGAGBCL_03026,OLBBELCE_00581,DHHEPMPN_04714,IHHDMFPH_05046
group_115,,hypothetical protein,10,10,1.0,1,194,,,,147,147,147.0,JPLAHNLF_03430,JAGMMPDK_04401,EONIFOAI_03651,BJIDENJG_02905,HGPKINJB_03286,IJMDIMPO_04385,CJGAGBCL_02090,OLBBELCE_03724,DHHEPMPN_04377,IHHDMFPH_03216
malT_3,malT_3,HTH-type transcriptional regulator MalT,10,10,1.0,1,193,,,,2763,2763,2763.0,JPLAHNLF_02396,JAGMMPDK_01794,EONIFOAI_04387,BJIDENJG_02259,HGPKINJB_05234,IJMDIMPO_01418,CJGAGBCL_03336,OLBBELCE_00306,DHHEPMPN_02527,IHHDMFPH_05121
ssuA_3~~~ssuA_4,ssuA_3;ssuA_4,Putative aliphatic sulfonates-binding protein,10,10,1.0,1,191,,,,945,945,945.0,JPLAHNLF_03690,JAGMMPDK_03387,EONIFOAI_02568,BJIDENJG_05908,HGPKINJB_02605,IJMDIMPO_03859,CJGAGBCL_03089,OLBBELCE_00518,DHHEPMPN_02806,IHHDMFPH_02488
group_113,,hypothetical protein,10,10,1.0,1,190,,,,321,321,321.0,JPLAHNLF_00464,JAGMMPDK_00657,EONIFOAI_01302,BJIDENJG_00346,HGPKINJB_00784,IJMDIMPO_00464,CJGAGBCL_00580,OLBBELCE_01132,DHHEPMPN_00463,IHHDMFPH_00846
acnA,acnA,Aconitate hydratase A,10,10,1.0,1,189,,,,2742,2742,2742.0,JPLAHNLF_03381,JAGMMPDK_03544,EONIFOAI_04939,BJIDENJG_02954,HGPKINJB_03335,IJMDIMPO_04336,CJGAGBCL_02139,OLBBELCE_03675,DHHEPMPN_02648,IHHDMFPH_03167
yjaB_1~~~yjaB_2,yjaB_1;yjaB_2,Peptidyl-lysine N-acetyltransferase YjaB,10,10,1.0,1,187,,,,468,489,470.1,JPLAHNLF_04212,JAGMMPDK_04254,EONIFOAI_03804,BJIDENJG_04098,HGPKINJB_03910,IJMDIMPO_04512,CJGAGBCL_04772,OLBBELCE_04856,DHHEPMPN_04256,IHHDMFPH_03927
ftsW,ftsW,putative peptidoglycan glycosyltransferase FtsW,10,10,1.0,1,186,,,,1218,1218,1218.0,JPLAHNLF_02416,JAGMMPDK_01814,EONIFOAI_03029,BJIDENJG_03739,HGPKINJB_05989,IJMDIMPO_01438,CJGAGBCL_03356,OLBBELCE_00326,DHHEPMPN_02547,IHHDMFPH_05141
group_112,,hypothetical protein,10,10,1.0,1,185,,,,240,240,240.0,JPLAHNLF_03031,JAGMMPDK_02684,EONIFOAI_05407,BJIDENJG_05379,HGPKINJB_05605,IJMDIMPO_03547,CJGAGBCL_02235,OLBBELCE_02944,DHHEPMPN_02943,IHHDMFPH_04621
treY,treY,Maltooligosyl trehalose synthase,10,10,1.0,1,184,,,,2769,2769,2769.0,JPLAHNLF_05480,JAGMMPDK_05439,EONIFOAI_01084,BJIDENJG_00646,HGPKINJB_01201,IJMDIMPO_05308,CJGAGBCL_05428,OLBBELCE_05656,DHHEPMPN_05170,IHHDMFPH_00073
ileS,ileS,Isoleucine--tRNA ligase,10,10,1.0,1,183,,,,2832,2832,2832.0,JPLAHNLF_02192,JAGMMPDK_01591,EONIFOAI_04247,BJIDENJG_02414,HGPKINJB_03622,IJMDIMPO_01215,CJGAGBCL_03866,OLBBELCE_00103,DHHEPMPN_04502,IHHDMFPH_01320
group_111,,hypothetical protein,10,10,1.0,1,182,,,,1086,1089,1086.3,JPLAHNLF_05623,JAGMMPDK_05618,EONIFOAI_01022,BJIDENJG_00708,HGPKINJB_01262,IJMDIMPO_05679,CJGAGBCL_05673,OLBBELCE_05751,DHHEPMPN_05648,IHHDMFPH_04793
rcsC_27,rcsC_27,Sensor histidine kinase RcsC,10,10,1.0,1,180,,,,2799,2799,2799.0,JPLAHNLF_04481,JAGMMPDK_03997,EONIFOAI_01981,BJIDENJG_02017,HGPKINJB_03053,IJMDIMPO_03017,CJGAGBCL_03560,OLBBELCE_03325,DHHEPMPN_02129,IHHDMFPH_03747
group_109,,hypothetical protein,10,10,1.0,1,179,,,,2811,2811,2811.0,JPLAHNLF_02743,JAGMMPDK_02431,EONIFOAI_04027,BJIDENJG_03980,HGPKINJB_02444,IJMDIMPO_03294,CJGAGBCL_01759,OLBBELCE_02591,DHHEPMPN_01250,IHHDMFPH_01796
paiA_1,paiA_1,Spermidine/spermine N(1)-acetyltransferase,10,10,1.0,1,178,,,,522,522,522.0,JPLAHNLF_01381,JAGMMPDK_01462,EONIFOAI_00977,BJIDENJG_00753,HGPKINJB_01307,IJMDIMPO_01625,CJGAGBCL_01347,OLBBELCE_02163,DHHEPMPN_00539,IHHDMFPH_00116
group_107,,hypothetical protein,10,10,1.0,1,176,,,,1026,1026,1026.0,JPLAHNLF_02765,JAGMMPDK_02453,EONIFOAI_04024,BJIDENJG_03983,HGPKINJB_02447,IJMDIMPO_03316,CJGAGBCL_01737,OLBBELCE_02613,DHHEPMPN_01272,IHHDMFPH_01799
sucA,sucA,2-oxoglutarate dehydrogenase E1 component,10,10,1.0,1,175,,,,2832,2832,2832.0,JPLAHNLF_03166,JAGMMPDK_05560,EONIFOAI_05502,BJIDENJG_06137,HGPKINJB_03548,IJMDIMPO_03908,CJGAGBCL_05230,OLBBELCE_05113,DHHEPMPN_03685,IHHDMFPH_05453
hpf,hpf,Ribosome hibernation promoting factor,10,10,1.0,1,174,,,,306,306,306.0,JPLAHNLF_02354,JAGMMPDK_01753,EONIFOAI_04428,BJIDENJG_02300,HGPKINJB_05275,IJMDIMPO_01377,CJGAGBCL_03295,OLBBELCE_00265,DHHEPMPN_02486,IHHDMFPH_01206
