Gene,Non-unique Gene name,Annotation,628C_scaffolds.fasta_PROKKA_09032023,629A2A_scaffolds.fasta_PROKKA_09032023,630A_scaffolds.fasta_PROKKA_09032023,631B_scaffolds.fasta_PROKKA_09032023,632B_scaffolds.fasta_PROKKA_09032023,633A_scaffolds.fasta_PROKKA_09032023,638A1_scaffolds.fasta_PROKKA_09032023,643E_scaffolds.fasta_PROKKA_09032023,649D1_scaffolds.fasta_PROKKA_09032023
srlR,srlR,Glucitol operon repressor,AGBKPNDM_05079,OPLBPFOJ_00580,CBFJPJAN_00633,PFCICLLP_00633,IBOIIBEG_02809,MFFOPBKH_01218,POFILHDL_00646,DHNKKDKB_01090,PJIANKBB_00645
group_394,,hypothetical protein,AGBKPNDM_00735,OPLBPFOJ_01703,CBFJPJAN_02752,PFCICLLP_02293,IBOIIBEG_00712,MFFOPBKH_01495,POFILHDL_01424,DHNKKDKB_01329,PJIANKBB_01727
glaR,glaR,HTH-type transcriptional repressor GlaR,AGBKPNDM_00607,OPLBPFOJ_01830,CBFJPJAN_02625,PFCICLLP_02420,IBOIIBEG_00585,MFFOPBKH_01623,POFILHDL_01296,DHNKKDKB_01201,PJIANKBB_02459
mtgA,mtgA,Biosynthetic peptidoglycan transglycosylase,AGBKPNDM_00309,OPLBPFOJ_00929,CBFJPJAN_00284,PFCICLLP_00284,IBOIIBEG_01274,MFFOPBKH_00866,POFILHDL_00998,DHNKKDKB_00739,PJIANKBB_00991
rph,rph,Ribonuclease PH,AGBKPNDM_00095,OPLBPFOJ_00714,CBFJPJAN_00499,PFCICLLP_00499,IBOIIBEG_02673,MFFOPBKH_01084,POFILHDL_00780,DHNKKDKB_00956,PJIANKBB_00775
group_393,,hypothetical protein,AGBKPNDM_00568,OPLBPFOJ_01884,CBFJPJAN_02571,PFCICLLP_02473,IBOIIBEG_05307,MFFOPBKH_01651,POFILHDL_01268,DHNKKDKB_01173,PJIANKBB_02426
trmB,trmB,tRNA (guanine-N(7)-)-methyltransferase,AGBKPNDM_00313,OPLBPFOJ_00933,CBFJPJAN_00280,PFCICLLP_00280,IBOIIBEG_01270,MFFOPBKH_00862,POFILHDL_01002,DHNKKDKB_00735,PJIANKBB_00995
tam_2,tam_2,Trans-aconitate 2-methyltransferase,AGBKPNDM_05568,OPLBPFOJ_05277,CBFJPJAN_05462,PFCICLLP_02504,IBOIIBEG_05338,MFFOPBKH_01682,POFILHDL_05326,DHNKKDKB_01142,PJIANKBB_02395
cobS,cobS,Adenosylcobinamide-GDP ribazoletransferase,AGBKPNDM_00777,OPLBPFOJ_01661,CBFJPJAN_02794,PFCICLLP_02251,IBOIIBEG_00754,MFFOPBKH_01453,POFILHDL_01466,DHNKKDKB_01371,PJIANKBB_01769
group_392,,hypothetical protein,AGBKPNDM_00616,OPLBPFOJ_01821,CBFJPJAN_02634,PFCICLLP_02411,IBOIIBEG_00594,MFFOPBKH_01614,POFILHDL_01305,DHNKKDKB_01210,PJIANKBB_02468
hyuE,hyuE,Hydantoin racemase,AGBKPNDM_00597,OPLBPFOJ_01840,CBFJPJAN_02615,PFCICLLP_02430,IBOIIBEG_00575,MFFOPBKH_01633,POFILHDL_01286,DHNKKDKB_01191,PJIANKBB_02449
group_391,,hypothetical protein,AGBKPNDM_00433,OPLBPFOJ_01060,CBFJPJAN_00153,PFCICLLP_00153,IBOIIBEG_01143,MFFOPBKH_00732,POFILHDL_01133,DHNKKDKB_04346,PJIANKBB_01124
dsbC,dsbC,Thiol:disulfide interchange protein DsbC,AGBKPNDM_01687,OPLBPFOJ_02577,CBFJPJAN_02364,PFCICLLP_03062,IBOIIBEG_03053,MFFOPBKH_01903,POFILHDL_01856,DHNKKDKB_01775,PJIANKBB_02355
group_390,,hypothetical protein,AGBKPNDM_01668,OPLBPFOJ_02559,CBFJPJAN_02382,PFCICLLP_03080,IBOIIBEG_03071,MFFOPBKH_01886,POFILHDL_01839,DHNKKDKB_01757,PJIANKBB_02337
group_389,,hypothetical protein,AGBKPNDM_01024,OPLBPFOJ_04665,CBFJPJAN_04810,PFCICLLP_04952,IBOIIBEG_01010,MFFOPBKH_05592,POFILHDL_05579,DHNKKDKB_05601,PJIANKBB_04717
novR,novR,Decarboxylase NovR,AGBKPNDM_01000,OPLBPFOJ_04689,CBFJPJAN_04786,PFCICLLP_04928,IBOIIBEG_00984,MFFOPBKH_05327,POFILHDL_05280,DHNKKDKB_05347,PJIANKBB_04693
bioH,bioH,Pimeloyl-[acyl-carrier protein] methyl ester esterase,AGBKPNDM_00469,OPLBPFOJ_03411,CBFJPJAN_00117,PFCICLLP_00117,IBOIIBEG_01107,MFFOPBKH_00696,POFILHDL_01169,DHNKKDKB_04310,PJIANKBB_01160
ompR_1,ompR_1,Transcriptional regulatory protein OmpR,AGBKPNDM_01640,OPLBPFOJ_02530,CBFJPJAN_02411,PFCICLLP_03109,IBOIIBEG_03099,MFFOPBKH_01858,POFILHDL_01811,DHNKKDKB_01729,PJIANKBB_02309
anr,anr,Transcriptional activator protein Anr,AGBKPNDM_00673,OPLBPFOJ_01764,CBFJPJAN_02691,PFCICLLP_02354,IBOIIBEG_00651,MFFOPBKH_01557,POFILHDL_01362,DHNKKDKB_01267,PJIANKBB_02525
cysH,cysH,Phosphoadenosine phosphosulfate reductase,AGBKPNDM_00599,OPLBPFOJ_01838,CBFJPJAN_02617,PFCICLLP_02428,IBOIIBEG_00577,MFFOPBKH_01631,POFILHDL_01288,DHNKKDKB_01193,PJIANKBB_02451
udh_1,udh_1,Uronate dehydrogenase,AGBKPNDM_01489,OPLBPFOJ_05375,CBFJPJAN_05588,PFCICLLP_05629,IBOIIBEG_06097,MFFOPBKH_05479,POFILHDL_05488,DHNKKDKB_05503,PJIANKBB_05574
minC,minC,Septum site-determining protein MinC,AGBKPNDM_00892,OPLBPFOJ_04222,CBFJPJAN_04190,PFCICLLP_04669,IBOIIBEG_00869,MFFOPBKH_01338,POFILHDL_01581,DHNKKDKB_01486,PJIANKBB_01884
group_386,,hypothetical protein,AGBKPNDM_00466,OPLBPFOJ_03408,CBFJPJAN_00120,PFCICLLP_00120,IBOIIBEG_01110,MFFOPBKH_00699,POFILHDL_01166,DHNKKDKB_04313,PJIANKBB_01157
glnQ_1,glnQ_1,Glutamine transport ATP-binding protein GlnQ,AGBKPNDM_00183,OPLBPFOJ_00801,CBFJPJAN_00412,PFCICLLP_00412,IBOIIBEG_01400,MFFOPBKH_00994,POFILHDL_00870,DHNKKDKB_00867,PJIANKBB_00864
pomA,pomA,Chemotaxis protein PomA,AGBKPNDM_00847,OPLBPFOJ_01591,CBFJPJAN_02864,PFCICLLP_02181,IBOIIBEG_00824,MFFOPBKH_01383,POFILHDL_01536,DHNKKDKB_01441,PJIANKBB_01839
fliA,fliA,RNA polymerase sigma factor FliA,AGBKPNDM_00842,OPLBPFOJ_01596,CBFJPJAN_02859,PFCICLLP_02186,IBOIIBEG_00819,MFFOPBKH_01388,POFILHDL_01531,DHNKKDKB_01436,PJIANKBB_01834
flgF,flgF,Flagellar basal-body rod protein FlgF,AGBKPNDM_00802,OPLBPFOJ_01636,CBFJPJAN_02819,PFCICLLP_02226,IBOIIBEG_00779,MFFOPBKH_01428,POFILHDL_01491,DHNKKDKB_01396,PJIANKBB_01794
group_385,,hypothetical protein,AGBKPNDM_00167,OPLBPFOJ_00785,CBFJPJAN_00428,PFCICLLP_00428,IBOIIBEG_01416,MFFOPBKH_01010,POFILHDL_00854,DHNKKDKB_00883,PJIANKBB_00848
group_384,,hypothetical protein,AGBKPNDM_00089,OPLBPFOJ_00708,CBFJPJAN_00505,PFCICLLP_00505,IBOIIBEG_02679,MFFOPBKH_01090,POFILHDL_00774,DHNKKDKB_00962,PJIANKBB_00769
fabG_6,fabG_6,3-oxoacyl-[acyl-carrier-protein] reductase FabG,AGBKPNDM_05552,OPLBPFOJ_05293,CBFJPJAN_05446,PFCICLLP_02520,IBOIIBEG_05354,MFFOPBKH_01698,POFILHDL_05342,DHNKKDKB_01126,PJIANKBB_02379
fliP_1,fliP_1,Flagellar biosynthetic protein FliP,AGBKPNDM_00832,OPLBPFOJ_01606,CBFJPJAN_02849,PFCICLLP_02196,IBOIIBEG_00809,MFFOPBKH_01398,POFILHDL_01521,DHNKKDKB_01426,PJIANKBB_01824
sumT,sumT,Uroporphyrinogen-III C-methyltransferase,AGBKPNDM_00631,OPLBPFOJ_01806,CBFJPJAN_02649,PFCICLLP_02396,IBOIIBEG_00609,MFFOPBKH_01599,POFILHDL_01320,DHNKKDKB_01225,PJIANKBB_02483
pmpR,pmpR,Transcriptional regulatory protein PmpR,AGBKPNDM_01595,OPLBPFOJ_02485,CBFJPJAN_02456,PFCICLLP_03154,IBOIIBEG_03144,MFFOPBKH_01813,POFILHDL_01766,DHNKKDKB_01684,PJIANKBB_02264
bdcA,bdcA,Cyclic-di-GMP-binding biofilm dispersal mediator protein,AGBKPNDM_00595,OPLBPFOJ_01842,CBFJPJAN_02613,PFCICLLP_02432,IBOIIBEG_00573,MFFOPBKH_01635,POFILHDL_01284,DHNKKDKB_01189,PJIANKBB_02447
plsC,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,AGBKPNDM_00570,OPLBPFOJ_01882,CBFJPJAN_02573,PFCICLLP_02471,IBOIIBEG_05305,MFFOPBKH_01649,POFILHDL_01270,DHNKKDKB_01175,PJIANKBB_02428
group_383,,hypothetical protein,AGBKPNDM_00273,OPLBPFOJ_00893,CBFJPJAN_00320,PFCICLLP_00320,IBOIIBEG_01310,MFFOPBKH_00902,POFILHDL_00962,DHNKKDKB_00775,PJIANKBB_00954
lytR,lytR,Sensory transduction protein LytR,AGBKPNDM_00155,OPLBPFOJ_00772,CBFJPJAN_00441,PFCICLLP_00441,IBOIIBEG_02613,MFFOPBKH_01023,POFILHDL_00841,DHNKKDKB_00896,PJIANKBB_00835
paaF_2,paaF_2,23-dehydroadipyl-CoA hydratase,AGBKPNDM_01628,OPLBPFOJ_02518,CBFJPJAN_02423,PFCICLLP_03121,IBOIIBEG_03111,MFFOPBKH_01846,POFILHDL_01799,DHNKKDKB_01717,PJIANKBB_02297
rhaR_1,rhaR_1,HTH-type transcriptional activator RhaR,AGBKPNDM_00796,OPLBPFOJ_01642,CBFJPJAN_02813,PFCICLLP_02232,IBOIIBEG_00773,MFFOPBKH_01434,POFILHDL_01485,DHNKKDKB_01390,PJIANKBB_01788
etfB,etfB,Electron transfer flavoprotein subunit beta,AGBKPNDM_00550,OPLBPFOJ_05264,CBFJPJAN_02553,PFCICLLP_02491,IBOIIBEG_05325,MFFOPBKH_01669,POFILHDL_01250,DHNKKDKB_01155,PJIANKBB_02408
hemD,hemD,Uroporphyrinogen-III synthase,AGBKPNDM_00157,OPLBPFOJ_00774,CBFJPJAN_00439,PFCICLLP_00439,IBOIIBEG_02611,MFFOPBKH_01021,POFILHDL_00843,DHNKKDKB_00894,PJIANKBB_00837
group_382,,hypothetical protein,AGBKPNDM_00085,OPLBPFOJ_00704,CBFJPJAN_00509,PFCICLLP_00509,IBOIIBEG_02683,MFFOPBKH_01094,POFILHDL_00770,DHNKKDKB_00966,PJIANKBB_00765
trmD,trmD,tRNA (guanine-N(1)-)-methyltransferase,AGBKPNDM_01691,OPLBPFOJ_02581,CBFJPJAN_02360,PFCICLLP_03058,IBOIIBEG_03049,MFFOPBKH_01907,POFILHDL_01860,DHNKKDKB_01779,PJIANKBB_02359
lgrE,lgrE,Linear gramicidin dehydrogenase LgrE,AGBKPNDM_00873,OPLBPFOJ_01565,CBFJPJAN_02890,PFCICLLP_02155,IBOIIBEG_00850,MFFOPBKH_01357,POFILHDL_01562,DHNKKDKB_01467,PJIANKBB_01865
pqqC,pqqC,Pyrroloquinoline-quinone synthase,AGBKPNDM_00483,OPLBPFOJ_03425,CBFJPJAN_00103,PFCICLLP_00103,IBOIIBEG_01093,MFFOPBKH_00682,POFILHDL_01183,DHNKKDKB_04296,PJIANKBB_01174
group_381,,hypothetical protein,AGBKPNDM_00257,OPLBPFOJ_00875,CBFJPJAN_00338,PFCICLLP_00338,IBOIIBEG_01326,MFFOPBKH_00920,POFILHDL_00944,DHNKKDKB_00793,PJIANKBB_00938
group_380,,hypothetical protein,AGBKPNDM_01634,OPLBPFOJ_02524,CBFJPJAN_02417,PFCICLLP_03115,IBOIIBEG_03105,MFFOPBKH_01852,POFILHDL_01805,DHNKKDKB_01723,PJIANKBB_02303
group_379,,hypothetical protein,AGBKPNDM_01739,OPLBPFOJ_02819,CBFJPJAN_02304,PFCICLLP_03002,IBOIIBEG_05456,MFFOPBKH_01969,POFILHDL_01922,DHNKKDKB_01841,PJIANKBB_02014
nagR_1,nagR_1,HTH-type transcriptional repressor NagR,AGBKPNDM_01705,OPLBPFOJ_02778,CBFJPJAN_02346,PFCICLLP_03044,IBOIIBEG_05489,MFFOPBKH_01921,POFILHDL_01874,DHNKKDKB_01793,PJIANKBB_01964
fabG_1,fabG_1,3-oxoacyl-[acyl-carrier-protein] reductase FabG,AGBKPNDM_01473,OPLBPFOJ_05391,CBFJPJAN_05572,PFCICLLP_05613,IBOIIBEG_06113,MFFOPBKH_05496,POFILHDL_05505,DHNKKDKB_05486,PJIANKBB_05591
pxpA,pxpA,5-oxoprolinase subunit A,AGBKPNDM_01470,OPLBPFOJ_05394,CBFJPJAN_05569,PFCICLLP_05610,IBOIIBEG_06116,MFFOPBKH_05499,POFILHDL_05508,DHNKKDKB_05483,PJIANKBB_05594
dsbG,dsbG,Thiol:disulfide interchange protein DsbG,AGBKPNDM_00877,OPLBPFOJ_04237,CBFJPJAN_04175,PFCICLLP_04684,IBOIIBEG_00854,MFFOPBKH_01353,POFILHDL_01566,DHNKKDKB_01471,PJIANKBB_01869
phoU,phoU,Phosphate-specific transport system accessory protein PhoU,AGBKPNDM_00041,OPLBPFOJ_00660,CBFJPJAN_00553,PFCICLLP_00553,IBOIIBEG_02729,MFFOPBKH_01138,POFILHDL_00726,DHNKKDKB_01010,PJIANKBB_00721
group_378,,hypothetical protein,AGBKPNDM_01843,OPLBPFOJ_02923,CBFJPJAN_02200,PFCICLLP_02898,IBOIIBEG_04332,MFFOPBKH_02073,POFILHDL_02026,DHNKKDKB_01945,PJIANKBB_02135
cysZ,cysZ,Sulfate transporter CysZ,AGBKPNDM_01820,OPLBPFOJ_02900,CBFJPJAN_02223,PFCICLLP_02921,IBOIIBEG_04309,MFFOPBKH_02050,POFILHDL_02003,DHNKKDKB_01922,PJIANKBB_02111
fecE_1,fecE_1,Fe(3+) dicitrate transport ATP-binding protein FecE,AGBKPNDM_01034,OPLBPFOJ_04655,CBFJPJAN_04820,PFCICLLP_04962,IBOIIBEG_01020,MFFOPBKH_05602,POFILHDL_05589,DHNKKDKB_05591,PJIANKBB_04727
group_377,,hypothetical protein,AGBKPNDM_00821,OPLBPFOJ_01617,CBFJPJAN_02838,PFCICLLP_02207,IBOIIBEG_00798,MFFOPBKH_01409,POFILHDL_01510,DHNKKDKB_01415,PJIANKBB_01813
nanR_1,nanR_1,HTH-type transcriptional repressor NanR,AGBKPNDM_00648,OPLBPFOJ_01789,CBFJPJAN_02666,PFCICLLP_02379,IBOIIBEG_00626,MFFOPBKH_01582,POFILHDL_01337,DHNKKDKB_01242,PJIANKBB_02500
modE,modE,DNA-binding transcriptional dual regulator ModE,AGBKPNDM_00465,OPLBPFOJ_03407,CBFJPJAN_00121,PFCICLLP_00121,IBOIIBEG_01111,MFFOPBKH_00700,POFILHDL_01165,DHNKKDKB_04314,PJIANKBB_01156
group_376,,hypothetical protein,AGBKPNDM_00351,OPLBPFOJ_00971,CBFJPJAN_00242,PFCICLLP_00242,IBOIIBEG_01232,MFFOPBKH_00824,POFILHDL_01040,DHNKKDKB_00697,PJIANKBB_01033
group_375,,hypothetical protein,AGBKPNDM_01726,OPLBPFOJ_02806,CBFJPJAN_02317,PFCICLLP_03015,IBOIIBEG_05469,MFFOPBKH_01956,POFILHDL_01909,DHNKKDKB_01828,PJIANKBB_02001
group_374,,hypothetical protein,AGBKPNDM_00946,OPLBPFOJ_04168,CBFJPJAN_04244,PFCICLLP_04615,IBOIIBEG_00924,MFFOPBKH_01287,POFILHDL_01632,DHNKKDKB_01537,PJIANKBB_01935
amiD_1,amiD_1,N-acetylmuramoyl-L-alanine amidase AmiD,AGBKPNDM_00882,OPLBPFOJ_04232,CBFJPJAN_04180,PFCICLLP_04679,IBOIIBEG_00859,5_refound_33_stop,6_refound_42_stop,7_refound_52_stop,8_refound_62
crt_1,crt_1,Short-chain-enoyl-CoA hydratase,AGBKPNDM_00865,OPLBPFOJ_01573,CBFJPJAN_02882,PFCICLLP_02163,IBOIIBEG_00842,MFFOPBKH_01365,POFILHDL_01554,DHNKKDKB_01459,PJIANKBB_01857
group_373,,hypothetical protein,AGBKPNDM_00666,OPLBPFOJ_01771,CBFJPJAN_02684,PFCICLLP_02361,IBOIIBEG_00644,MFFOPBKH_01564,POFILHDL_01355,DHNKKDKB_01260,PJIANKBB_02518
djlA,djlA,Co-chaperone protein DjlA,AGBKPNDM_00512,OPLBPFOJ_03498,CBFJPJAN_00030,PFCICLLP_00030,IBOIIBEG_01064,MFFOPBKH_00653,POFILHDL_01212,DHNKKDKB_04267,PJIANKBB_01246
trmJ,trmJ,tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ,AGBKPNDM_01751,OPLBPFOJ_02831,CBFJPJAN_02292,PFCICLLP_02990,IBOIIBEG_05444,MFFOPBKH_01981,POFILHDL_01934,DHNKKDKB_01853,PJIANKBB_02026
group_372,,hypothetical protein,AGBKPNDM_00427,OPLBPFOJ_01054,CBFJPJAN_00159,PFCICLLP_00159,IBOIIBEG_01149,MFFOPBKH_00738,POFILHDL_01127,DHNKKDKB_04352,PJIANKBB_01118
madD,madD,Malonyl-S-ACP:biotin-protein carboxyltransferase MADD,AGBKPNDM_00347,OPLBPFOJ_00967,CBFJPJAN_00246,PFCICLLP_00246,IBOIIBEG_01236,MFFOPBKH_00828,POFILHDL_01036,DHNKKDKB_00701,PJIANKBB_01029
pstB_2,pstB_2,Phosphate import ATP-binding protein PstB,AGBKPNDM_01580,OPLBPFOJ_02470,CBFJPJAN_02471,PFCICLLP_03169,IBOIIBEG_03159,MFFOPBKH_01798,POFILHDL_01751,DHNKKDKB_01669,PJIANKBB_02249
puuD,puuD,Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD,AGBKPNDM_00237,OPLBPFOJ_00855,CBFJPJAN_00358,PFCICLLP_00358,IBOIIBEG_01346,MFFOPBKH_00940,POFILHDL_00924,DHNKKDKB_00813,PJIANKBB_00918
exoA,exoA,Exodeoxyribonuclease,AGBKPNDM_00097,OPLBPFOJ_00716,CBFJPJAN_00497,PFCICLLP_00497,IBOIIBEG_02671,MFFOPBKH_01082,POFILHDL_00782,DHNKKDKB_00954,PJIANKBB_00777
fucA_2,fucA_2,L-fuculose phosphate aldolase,AGBKPNDM_01805,OPLBPFOJ_02885,CBFJPJAN_02238,PFCICLLP_02936,IBOIIBEG_04294,MFFOPBKH_02035,POFILHDL_01988,DHNKKDKB_01907,PJIANKBB_02096
ycfH,ycfH,putative metal-dependent hydrolase YcfH,AGBKPNDM_05559,OPLBPFOJ_05286,CBFJPJAN_05453,PFCICLLP_02513,IBOIIBEG_05347,MFFOPBKH_01691,POFILHDL_05335,DHNKKDKB_01133,PJIANKBB_02386
cysE,cysE,Serine acetyltransferase,AGBKPNDM_01750,OPLBPFOJ_02830,CBFJPJAN_02293,PFCICLLP_02991,IBOIIBEG_05445,MFFOPBKH_01980,POFILHDL_01933,DHNKKDKB_01852,PJIANKBB_02025
group_369,,hypothetical protein,AGBKPNDM_00895,OPLBPFOJ_04219,CBFJPJAN_04193,PFCICLLP_04666,IBOIIBEG_00872,MFFOPBKH_01335,POFILHDL_01584,DHNKKDKB_01489,PJIANKBB_01887
fliR,fliR,Flagellar biosynthetic protein FliR,AGBKPNDM_00834,OPLBPFOJ_01604,CBFJPJAN_02851,PFCICLLP_02194,IBOIIBEG_00811,MFFOPBKH_01396,POFILHDL_01523,DHNKKDKB_01428,PJIANKBB_01826
flgG,flgG,Flagellar basal-body rod protein FlgG,AGBKPNDM_00803,OPLBPFOJ_01635,CBFJPJAN_02820,PFCICLLP_02225,IBOIIBEG_00780,MFFOPBKH_01427,POFILHDL_01492,DHNKKDKB_01397,PJIANKBB_01795
artJ_1,artJ_1,ABC transporter arginine-binding protein 1,AGBKPNDM_00186,OPLBPFOJ_00804,CBFJPJAN_00409,PFCICLLP_00409,IBOIIBEG_01397,MFFOPBKH_00991,POFILHDL_00873,DHNKKDKB_00864,PJIANKBB_00867
group_367,,hypothetical protein,AGBKPNDM_05058,OPLBPFOJ_00601,CBFJPJAN_00612,PFCICLLP_00612,IBOIIBEG_02788,MFFOPBKH_01197,POFILHDL_00667,DHNKKDKB_01069,PJIANKBB_00666
group_366,,hypothetical protein,AGBKPNDM_00871,OPLBPFOJ_01567,CBFJPJAN_02888,PFCICLLP_02157,IBOIIBEG_00848,MFFOPBKH_01359,POFILHDL_01560,DHNKKDKB_01465,PJIANKBB_01863
soj_1,soj_1,Sporulation initiation inhibitor protein Soj,AGBKPNDM_00849,OPLBPFOJ_01589,CBFJPJAN_02866,PFCICLLP_02179,IBOIIBEG_00826,MFFOPBKH_01381,POFILHDL_01538,DHNKKDKB_01443,PJIANKBB_01841
cheZ,cheZ,Protein phosphatase CheZ,AGBKPNDM_00844,OPLBPFOJ_01594,CBFJPJAN_02861,PFCICLLP_02184,IBOIIBEG_00821,MFFOPBKH_01386,POFILHDL_01533,DHNKKDKB_01438,PJIANKBB_01836
isfD_1,isfD_1,Sulfoacetaldehyde reductase,AGBKPNDM_00533,OPLBPFOJ_03519,CBFJPJAN_00009,PFCICLLP_00009,IBOIIBEG_01043,MFFOPBKH_00632,POFILHDL_01233,DHNKKDKB_04246,PJIANKBB_01267
ssuC_1,ssuC_1,Putative aliphatic sulfonates transport permease protein SsuC,AGBKPNDM_00232,OPLBPFOJ_00850,CBFJPJAN_00363,PFCICLLP_00363,IBOIIBEG_01351,MFFOPBKH_00945,POFILHDL_00919,DHNKKDKB_00818,PJIANKBB_00913
phhA,phhA,Phenylalanine-4-hydroxylase,AGBKPNDM_00800,OPLBPFOJ_01638,CBFJPJAN_02817,PFCICLLP_02228,IBOIIBEG_00777,MFFOPBKH_01430,POFILHDL_01489,DHNKKDKB_01394,PJIANKBB_01792
group_365,,hypothetical protein,AGBKPNDM_00691,OPLBPFOJ_01746,CBFJPJAN_02709,PFCICLLP_02336,IBOIIBEG_00669,MFFOPBKH_01539,POFILHDL_01380,DHNKKDKB_01285,PJIANKBB_02543
group_364,,hypothetical protein,AGBKPNDM_00367,OPLBPFOJ_00987,CBFJPJAN_00226,PFCICLLP_00226,IBOIIBEG_01216,MFFOPBKH_00808,POFILHDL_01056,DHNKKDKB_00681,PJIANKBB_01049
ramA_1,ramA_1,(R)-stereoselective amidase,AGBKPNDM_00487,OPLBPFOJ_03429,CBFJPJAN_00099,PFCICLLP_00099,IBOIIBEG_01089,MFFOPBKH_00678,POFILHDL_01187,DHNKKDKB_04292,PJIANKBB_01178
thiG,thiG,Thiazole synthase,AGBKPNDM_00312,OPLBPFOJ_00932,CBFJPJAN_00281,PFCICLLP_00281,IBOIIBEG_01271,MFFOPBKH_00863,POFILHDL_01001,DHNKKDKB_00736,PJIANKBB_00994
parA,parA,Chromosome partitioning protein ParA,AGBKPNDM_05091,OPLBPFOJ_00568,CBFJPJAN_00645,PFCICLLP_00645,IBOIIBEG_02821,MFFOPBKH_01230,POFILHDL_00634,DHNKKDKB_01102,PJIANKBB_00633
catD_1,catD_1,3-oxoadipate enol-lactonase 2,AGBKPNDM_00725,OPLBPFOJ_01713,CBFJPJAN_02742,PFCICLLP_02303,IBOIIBEG_00702,MFFOPBKH_01505,POFILHDL_01414,DHNKKDKB_01319,PJIANKBB_01717
group_362,,putative protein,AGBKPNDM_00563,OPLBPFOJ_01889,CBFJPJAN_02566,PFCICLLP_02478,IBOIIBEG_05312,MFFOPBKH_01656,POFILHDL_01263,DHNKKDKB_01168,PJIANKBB_02421
group_360,,hypothetical protein,AGBKPNDM_00954,OPLBPFOJ_04160,CBFJPJAN_04252,PFCICLLP_04607,IBOIIBEG_00932,MFFOPBKH_01279,POFILHDL_01640,DHNKKDKB_01545,PJIANKBB_01943
group_359,,hypothetical protein,AGBKPNDM_00922,OPLBPFOJ_04192,CBFJPJAN_04220,PFCICLLP_04639,IBOIIBEG_00900,MFFOPBKH_01311,POFILHDL_01608,DHNKKDKB_01513,PJIANKBB_01911
ycbX,ycbX,putative protein YcbX,AGBKPNDM_00861,OPLBPFOJ_01577,CBFJPJAN_02878,PFCICLLP_02167,IBOIIBEG_00838,MFFOPBKH_01369,POFILHDL_01550,DHNKKDKB_01455,PJIANKBB_01853
ssuB_1,ssuB_1,Aliphatic sulfonates import ATP-binding protein SsuB,AGBKPNDM_00233,OPLBPFOJ_00851,CBFJPJAN_00362,PFCICLLP_00362,IBOIIBEG_01350,MFFOPBKH_00944,POFILHDL_00920,DHNKKDKB_00817,PJIANKBB_00914
lpxH_1,lpxH_1,UDP-23-diacylglucosamine hydrolase,AGBKPNDM_00797,OPLBPFOJ_01641,CBFJPJAN_02814,PFCICLLP_02231,IBOIIBEG_00774,MFFOPBKH_01433,POFILHDL_01486,DHNKKDKB_01391,PJIANKBB_01789
group_357,,hypothetical protein,AGBKPNDM_00552,OPLBPFOJ_05262,CBFJPJAN_02555,PFCICLLP_02489,IBOIIBEG_05323,MFFOPBKH_01667,POFILHDL_01252,DHNKKDKB_01157,PJIANKBB_02410
ypjD,ypjD,Inner membrane protein YpjD,AGBKPNDM_01695,OPLBPFOJ_02585,CBFJPJAN_02356,PFCICLLP_03054,IBOIIBEG_03045,MFFOPBKH_01911,POFILHDL_01864,DHNKKDKB_01783,PJIANKBB_02363
minD,minD,Septum site-determining protein MinD,AGBKPNDM_00891,OPLBPFOJ_04223,CBFJPJAN_04189,PFCICLLP_04670,IBOIIBEG_00868,MFFOPBKH_01339,POFILHDL_01580,DHNKKDKB_01485,PJIANKBB_01883
rsmA,rsmA,Ribosomal RNA small subunit methyltransferase A,AGBKPNDM_00506,OPLBPFOJ_03492,CBFJPJAN_00036,PFCICLLP_00036,IBOIIBEG_01070,MFFOPBKH_00659,POFILHDL_01206,DHNKKDKB_04273,PJIANKBB_01240
bioC,bioC,Malonyl-[acyl-carrier protein] O-methyltransferase,AGBKPNDM_00470,OPLBPFOJ_03412,CBFJPJAN_00116,PFCICLLP_00116,IBOIIBEG_01106,MFFOPBKH_00695,POFILHDL_01170,DHNKKDKB_04309,PJIANKBB_01161
mutM,mutM,Formamidopyrimidine-DNA glycosylase,AGBKPNDM_00293,OPLBPFOJ_00913,CBFJPJAN_00300,PFCICLLP_00300,IBOIIBEG_01290,MFFOPBKH_00882,POFILHDL_00982,DHNKKDKB_00755,PJIANKBB_00975
lgt,lgt,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,AGBKPNDM_00274,OPLBPFOJ_00894,CBFJPJAN_00319,PFCICLLP_00319,IBOIIBEG_01309,MFFOPBKH_00901,POFILHDL_00963,DHNKKDKB_00774,PJIANKBB_00955
pabC,pabC,Aminodeoxychorismate lyase,AGBKPNDM_05555,OPLBPFOJ_05290,CBFJPJAN_05449,PFCICLLP_02517,IBOIIBEG_05351,MFFOPBKH_01695,POFILHDL_05339,DHNKKDKB_01129,PJIANKBB_02382
