unique_id	genome_name	kegg_module	module_name	module_class	module_category	module_subcategory	module_definition	module_completeness	module_is_complete	kofam_hits_in_module	gene_caller_ids_in_module	warnings	genome
182	PF_Cali	M00364	C10-C20 isoprenoid biosynthesis, bacteria	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01823 (K00795,K13789,K13787)	1	True	K00795,K01823,K13789	3191,5011,3191	None	CP17D
183	PF_Cali	M00365	C10-C20 isoprenoid biosynthesis, archaea	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01823 K13787	0.5	False	K01823	5011	None	CP17D
184	PF_Cali	M00366	C10-C20 isoprenoid biosynthesis, plants	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01823 K14066 K00787 K13789	0.5	False	K01823,K13789	5011,3191	None	CP17D
185	PF_Cali	M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01823 K00787 K00804	0.333333333333333	False	K01823	5011	None	CP17D
186	PF_Cali	M00793	dTDP-L-rhamnose biosynthesis	Pathway modules	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	K00973 K01710 (K01790 K00067,K23987)	1	True	K00067,K00067,K00067,K00973,K00973,K01710,K01710,K01790,K01790	3214,1428,1443,1429,1444,2458,1427,2459,1430	None	CP17D
187	PF_Cali	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	K12743 K04126 K04127 K12744 K12745 K04128 K18062 K18063	0.125	False	K04127,K04127	1786,51	None	CP17D
188	PF_Cali	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of beta-lactams	K19102+K19103+K05375 K19104 K19105 K19106	0.0833333333333333	False	K05375	1616	None	CP17D
189	PF_Cali	M00848	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802	0.03125	False	K02078,K02078,K02078,K02078	2315,2316,1265,3102	No KOfam profile for K14245,No KOfam profile for K14246,No KOfam profile for K22798,No KOfam profile for K22800,No KOfam profile for K21271,No KOfam profile for K22801,No KOfam profile for K21272,No KOfam profile for K09460,No KOfam profile for K22799,No KOfam profile for K22802	CP17D
190	PF_Cali	M00835	Pyocyanine biosynthesis, chorismate => pyocyanine	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	K13063 K20261 K06998 K20260 K20262 K21103 K20940	0.142857142857143	False	K06998,K06998	5716,3377	None	CP17D
191	PF_Cali	M00876	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	K21898 K23446 K23447	0.333333333333333	False	K23446	1489	None	CP17D
192	PF_Cali	M00637	Anthranilate degradation, anthranilate => catechol	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	(K05599+K05600+K11311,K16319+K16320+K18248+K18249)	1	True	K05599,K05600,K11311	2138,2139,2140	None	CP17D
193	PF_Cali	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	K03381 K01856 K03464 (K01055,K14727)	1	True	K01055,K01055,K01055,K01055,K01856,K03381,K03464	5819,1457,4570,4406,2135,2133,2134	None	CP17D
194	PF_Cali	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	(K00446,K07104) ((K10217 K01821 K01617),K10216) (K18364,K02554) (K18365,K01666) (K18366,K04073)	0.142857142857143	False	K01821	2755	None	CP17D
195	PF_Cali	M00534	Naphthalene degradation, naphthalene => salicylate	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	K14579+K14580+K14578+K14581 K14582 K14583 K14584 K14585 K00152	0.166666666666667	False	K14584	1239	None	CP17D
196	PF_Cali	M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	K01912 K02609+K02610+K02611+K02612+K02613 K15866 K02618 K02615 K01692 K00074	0.285714285714286	False	K01692,K01692,K01692,K01692,K01692,K01692,K01692,K15866	3447,4665,1694,4195,2801,2799,3794,3447	None	CP17D
197	PF_Cali	M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors	Signature modules	Gene set	Pathogenicity	K03221+K03219+K03222+K03226+K03227+K03228+K03229+K03230+K03224+K03225 K12784 K12787 K12785 K12786 K12788 K16041 K16042	0.1125	False	K03219,K03222,K03222,K03224,K03225,K03225,K03226,K03226,K03227,K03227,K03228,K03228,K03229,K03229,K03230,K03230	5698,277,629,5708,5705,272,5704,271,5703,270,5702,269,5701,268,5710,284	None	CP17D
198	PF_Cali	M00575	Pertussis pathogenicity signature, T1SS	Signature modules	Gene set	Pathogenicity	K22944 K11004 K07389 K11003 K12340	0.4	False	K11003,K12340,K12340,K12340	2645,2262,2669,298	None	CP17D
199	PF_Cali	M00745	Imipenem resistance, repression of porin OprD	Signature modules	Gene set	Drug resistance	(K18072 K18073),(K07644 K07665),K18297 K18093	1	True	K07644,K07644,K07644,K07644,K07644,K07665,K07665,K07665,K07665,K07665,K18072,K18073,K18093,K18093,K18093,K18093,K18093,K18093,K18093,K18093,K18093,K18297,K18297,K18297,K18297,K18297	617,3986,5729,3673,2771,616,3987,5728,3672,2770,1754,1755,3985,5727,1875,2453,2726,396,4330,5427,5822,3752,3824,2650,16,3749	None	CP17D
200	PF_Cali	M00725	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon	Signature modules	Gene set	Drug resistance	K19077 K19078 K03367+K03739+K14188+K03740	0.0833333333333333	False	K03367,K03367,K03367,K03367	4521,4522,57,56	None	CP17D
201	PF_Cali	M00726	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	Signature modules	Gene set	Drug resistance	K19077 K19078 K14205	0.333333333333333	False	K14205	1947	None	CP17D
202	PF_Cali	M00744	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	Signature modules	Gene set	Drug resistance	K07637 K07660 K08477	0.666666666666667	False	K07637,K07637,K07660	3355,5194,5195	None	CP17D
203	PF_Cali	M00718	Multidrug resistance, efflux pump MexAB-OprM	Signature modules	Gene set	Drug resistance	K18131 K03585+K18138+K18139	0.5	False	K03585,K03585,K03585,K03585,K03585,K03585,K03585,K03585,K18138,K18138,K18138,K18139,K18139,K18139,K18139,K18139	3989,3856,4256,4226,2639,2731,383,4604,3857,4257,2638,5481,3858,4223,464,433	None	CP17D
204	PF_Cali	M00641	Multidrug resistance, efflux pump MexEF-OprN	Signature modules	Gene set	Drug resistance	K18297 K18298+K18299-K18300	1	True	K18297,K18297,K18297,K18297,K18297,K18298,K18299,K18300	3752,3824,2650,16,3749,2639,2638,2637	None	CP17D
205	PF_Cali	M00642	Multidrug resistance, efflux pump MexJK-OprM	Signature modules	Gene set	Drug resistance	K18301 K18302+K18303-K18139	1	True	K18139,K18139,K18139,K18139,K18139,K18301,K18302,K18303	5481,3858,4223,464,433,5595,5594,5593	None	CP17D
206	PF_Cali	M00643	Multidrug resistance, efflux pump MexXY-OprM	Signature modules	Gene set	Drug resistance	K18129 K18094+K18095+K18139	0.166666666666667	False	K18139,K18139,K18139,K18139,K18139	5481,3858,4223,464,433	None	CP17D
207	PF_Cali	M00769	Multidrug resistance, efflux pump MexPQ-OpmE	Signature modules	Gene set	Drug resistance	K18304 K19591 K19595+K19594+K19593	0.333333333333333	False	K19591	3569	None	CP17D
208	PF_Cali	M00649	Multidrug resistance, efflux pump AdeABC	Signature modules	Gene set	Drug resistance	K18143 K18144 K18145+K18146-K18147	0.666666666666667	False	K18143,K18144	3463,3464	None	CP17D
209	PF_Cali	M00696	Multidrug resistance, efflux pump AcrEF-TolC	Signature modules	Gene set	Drug resistance	K18140 K18141+K18142+K12340	0.166666666666667	False	K12340,K12340,K12340	2262,2669,298	None	CP17D
210	PF_Cali	M00697	Multidrug resistance, efflux pump MdtEF-TolC	Signature modules	Gene set	Drug resistance	K07690 K18898+K18899+K12340	0.666666666666667	False	K07690,K07690,K07690,K12340,K12340,K12340	3442,4652,4439,2262,2669,298	None	CP17D
211	PF_Cali	M00698	Multidrug resistance, efflux pump BpeEF-OprC	Signature modules	Gene set	Drug resistance	K18900 K18901+K18902+K18903	0.666666666666667	False	K18900,K18900,K18900,K18900,K18900,K18903,K18903	4128,3523,5658,1188,489,4223,384	None	CP17D
212	PF_Cali	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors	Signature modules	Gene set	Plant pathogenicity	K03222+K03226+K03227+K03228+K03229+K03230+K03224+K03225+K03223+K18374+K18376 K18373 K18375 K18377 K18378 K18379 K18380 K18381	0.102272727272727	False	K03222,K03222,K03223,K03223,K03224,K03225,K03225,K03226,K03226,K03227,K03227,K03228,K03228,K03229,K03229,K03230,K03230	277,629,275,5695,5708,5705,272,5704,271,5703,270,5702,269,5701,268,5710,284	None	CP17D
213	PF_Cali	M00664	Nodulation	Signature modules	Gene set	Symbiosis	K14658 K14659 K14666 K14657	0.25	False	K14657	5478	None	CP17D
214	PF_Cali	M00611	Oxygenic photosynthesis in plants and cyanobacteria	Signature modules	Module set	Metabolic capacity	(M00161,M00163) M00165	0.363636363636364	False	K00134,K00134,K00134,K00615,K00615,K00927,K01624,K01807,K01808,K03841	3682,733,1915,734,5334,732,729,855,5316,2400	None	CP17D
215	PF_Cali	M00612	Anoxygenic photosynthesis in purple bacteria	Signature modules	Module set	Metabolic capacity	M00597 M00165	0.363636363636364	False	K00134,K00134,K00134,K00615,K00615,K00927,K01624,K01807,K01808,K03841	3682,733,1915,734,5334,732,729,855,5316,2400	None	CP17D
216	PF_Cali	M00613	Anoxygenic photosynthesis in green nonsulfur bacteria	Signature modules	Module set	Metabolic capacity	M00597 M00376	0.153846153846154	False	K00239,K00240,K00241,K00242,K01676,K01679,K01679,K01961,K01962,K01963,K02160,K05606	4588,4587,4590,4589,1902,3907,1677,5005,5555,4354,5006,2588	None	CP17D
217	PF_Cali	M00614	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	M00598 M00173	0.318181818181818	False	K00031,K00031,K00239,K00240,K00241,K00242,K01007,K01595,K01676,K01679,K01679,K01681,K01682,K01902,K01903,K01959,K01960	236,237,4588,4587,4590,4589,1354,4508,1902,3907,1677,3707,2950,4582,4583,1116,1115	None	CP17D
218	PF_Cali	M00617	Methanogen	Signature modules	Module set	Metabolic capacity	M00567,M00357,M00356,M00563	0.2	False	K01895,K01895,K13788	2987,5240,668	None	CP17D
219	PF_Cali	M00618	Acetogen	Signature modules	Module set	Metabolic capacity	M00377 M00579	0.392857142857143	False	K00297,K01491,K13788	748,377,668	None	CP17D
220	PF_Cali	M00615	Nitrate assimilation	Signature modules	Module set	Metabolic capacity	(K02575,K15576+K15577+K15578-K15579) M00531	0.75	True	K00372,K02575,K15576	1363,1367,1369	None	CP17D
221	PF_Cali	M00616	Sulfate-sulfur assimilation	Signature modules	Module set	Metabolic capacity	(K02048,K23163)+K02046+K02047+K02045 M00176	1	True	K00380,K00381,K00390,K00955,K00955,K00956,K00956,K00957,K00957,K02045,K02046,K02047,K02048	5410,4768,1330,666,1441,666,1441,664,1442,2536,2538,2537,4615	None	CP17D
0	PF_Cali	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K00844,K12407,K00845,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)	0.9	True	K00134,K00134,K00134,K00845,K00873,K00873,K00927,K01623,K01624,K01689,K01803,K01803,K01810,K15633	4961,790,2404,2402,4513,2388,789,3969,786,4817,3718,3967,3704,3001	None	CP19F2
1	PF_Cali	M00002	Glycolysis, core module involving three-carbon compounds	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)	1	True	K00134,K00134,K00134,K00873,K00873,K00927,K01689,K01803,K01803,K15633	4961,790,2404,4513,2388,789,4817,3718,3967,3001	None	CP19F2
2	PF_Cali	M00003	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01596,K01610) K01689 (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)	1	True	K00134,K00134,K00134,K00927,K01610,K01623,K01624,K01689,K01803,K01803,K03841,K15633	4961,790,2404,789,5629,3969,786,4817,3718,3967,2982,3001	None	CP19F2
3	PF_Cali	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737	1	True	K00163,K00163,K00382,K00382,K00627	4010,2875,4485,3499,2876	None	CP19F2
4	PF_Cali	M00009	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01647,K05942) (K01681,K01682) (K00031,K00030) (K00164+K00658+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+K00237,K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)	1	True	K00031,K00031,K00116,K00116,K00164,K00239,K00240,K00241,K00242,K00382,K00382,K00658,K01647,K01676,K01679,K01679,K01681,K01682,K01902,K01903,K18118	3268,3269,4676,1565,4487,4489,4488,4491,4490,4485,3499,4486,4492,2391,1535,500,4986,2631,4483,4484,5409	None	CP19F2
5	PF_Cali	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01647,K05942) (K01681,K01682) (K00031,K00030)	1	True	K00031,K00031,K01647,K01681,K01682	3268,3269,4492,4986,2631	None	CP19F2
6	PF_Cali	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K00164+K00658+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+K00237,K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)	1	True	K00116,K00116,K00164,K00239,K00240,K00241,K00242,K00382,K00382,K00658,K01676,K01679,K01679,K01902,K01903,K18118	4676,1565,4487,4489,4488,4491,4490,4485,3499,4486,2391,1535,500,4483,4484,5409	None	CP19F2
7	PF_Cali	M00004	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 K00616 (K01810,K06859,K13810,K15916)	1	True	K00033,K00036,K00036,K00615,K00615,K00616,K00616,K01057,K01783,K01807,K01808,K01810,K07404	3074,2278,3073,5482,791,4942,4398,2277,5906,909,5464,3704,3047	None	CP19F2
8	PF_Cali	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K13937,((K00036,K19243) (K01057,K07404))) K00033	1	True	K00033,K00036,K00036,K01057,K07404	3074,2278,3073,2277,3047	None	CP19F2
9	PF_Cali	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K00615 (K00616,K13810) K01783 (K01807,K01808)	1	True	K00615,K00615,K00616,K00616,K01783,K01807,K01808	5482,791,4942,4398,5906,909,5464	None	CP19F2
10	PF_Cali	M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K08094 (K08093,K13812),K13831) K01807	0.5	False	K01807	909	None	CP19F2
11	PF_Cali	M00005	PRPP biosynthesis, ribose 5P => PRPP	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K00948	1	True	K00948	1348	None	CP19F2
12	PF_Cali	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K00036 (K01057,K07404) K01690 K01625	1	True	K00036,K00036,K01057,K01625,K01690,K07404	2278,3073,2277,2276,2403,3047	None	CP19F2
13	PF_Cali	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K05308 K00874 K01625 (K00134 K00927,K00131,K18978)	0.8	True	K00131,K00134,K00134,K00134,K00874,K00874,K00927,K01625	3325,4961,790,2404,5452,4084,789,2276	None	CP19F2
14	PF_Cali	M00633	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K05308 K18126 K11395 (K00131,K18978)	0.25	False	K00131	3325	None	CP19F2
15	PF_Cali	M00014	Glucuronate pathway (uronate pathway)	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00012 ((K12447 K16190),(K00699 (K01195,K14756))) K00002 K13247 -- K03331 (K05351,K00008) K00854	0.333333333333333	False	K00012,K00012,K00854,K00854,K00854,K03331	1651,1978,2070,4055,3468,3469	-- steps are assumed incomplete	CP19F2
16	PF_Cali	M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01812 K00041 (K01685,K16849+K16850) K00874 (K01625,K17463)	0.4	False	K00874,K00874,K01625	5452,4084,2276	None	CP19F2
17	PF_Cali	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01812 K00040 (K01686,K08323) K00874 (K01625,K17463)	0.4	False	K00874,K00874,K01625	5452,4084,2276	None	CP19F2
18	PF_Cali	M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01785 K00849 K00965 K01784	0.5	False	K01784,K01785,K01785	2853,3173,3513	None	CP19F2
19	PF_Cali	M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01684 K00883 K01631 K00134 K00927	1	True	K00134,K00134,K00134,K00883,K00927,K01631,K01684,K01684	4961,790,2404,5329,789,5330,5331,3914	None	CP19F2
20	PF_Cali	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00963 K00012 K00699 K01195 K00002 K01053 K00103	0.285714285714286	False	K00012,K00012,K00963	1651,1978,1921	None	CP19F2
21	PF_Cali	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812)) (K00700,K16149)	0.666666666666667	False	K00700,K00703,K00963	4030,6158,1921	None	CP19F2
22	PF_Cali	M00855	Glycogen degradation, glycogen => glucose-6P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)	0.75	True	K00688,K00705,K01835,K15778	2985,6160,2137,1077	None	CP19F2
23	PF_Cali	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00975 K00703 (K00700,K16149) K01214 K06044 K01236	0.833333333333333	True	K00700,K00703,K01214,K01236,K06044	4030,6158,6163,6159,6161	None	CP19F2
24	PF_Cali	M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00844,K00845,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)	1	True	K00845,K00963,K01835,K15778	2402,1921,2137,1077	None	CP19F2
25	PF_Cali	M00892	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00844,K12407,K00845) K01810 K00820 K00621 K01836 K00972	0.5	False	K00820,K00820,K00845,K01810	1216,2465,2402,3704	None	CP19F2
26	PF_Cali	M00909	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00845 (K01810,K13810,K15916) K00820 K03431 K04042	1	True	K00820,K00820,K00845,K01810,K03431,K04042	1216,2465,2402,3704,3719,4688	None	CP19F2
27	PF_Cali	M00761	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K10011 K07806 K10012 K13014	1	True	K07806,K10011,K10012,K13014	961,1983,1984,1982	None	CP19F2
28	PF_Cali	M00012	Glyoxylate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)	0.8	True	K01637,K01638,K01647,K01681,K01682	3277,712,4492,4986,2631	None	CP19F2
29	PF_Cali	M00373	Ethylmalonyl pathway	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00626 K00023 K17865 K14446 K14447 K14448 K14449 K08691 K14451 K01965+K01966 K05606 K01847	0.25	False	K00626,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K00626,K05606,K17865	4973,4896,4294,2687,497,1970,4088,59,3155,577,2272	None	CP19F2
30	PF_Cali	M00740	Methylaspartate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01647 K01681 K00031 K00261 K19268+K01846 K04835 K19280 K14449 K19281 K19282 K00024	0.272727272727273	False	K00031,K00031,K01647,K01681	3268,3269,4492,4986	None	CP19F2
31	PF_Cali	M00532	Photorespiration	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K01601-K01602) K19269 K11517 K03781 K14272 K00600 K00830 (K15893,K15919) K15918 K00281+K00605+K00382+K02437	0.3	False	K00281,K00382,K00382,K00600,K00600,K00605,K00605,K02437,K02437,K03781,K03781,K03781,K03781	2329,4485,3499,738,3777,963,2331,2328,962,3789,5827,5371,3565	None	CP19F2
32	PF_Cali	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00248,K00232) (K07511,K14729) K05605 K23146 K00140	0.4	False	K00140,K00140,K00140,K00248,K00248	3194,2616,2665,1971,1973	None	CP19F2
33	PF_Cali	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K01965+K01966,K11263+(K18472,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)	0.333333333333333	False	K05606	577	None	CP19F2
34	PF_Cali	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01106 K01107 K01109 K01092	0.25	False	K01092	2509	None	CP19F2
35	PF_Cali	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules	Energy metabolism	Carbon fixation	K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)	0.727272727272727	False	K00134,K00134,K00134,K00615,K00615,K00927,K01623,K01624,K01807,K01808,K03841	4961,790,2404,5482,791,789,3969,786,909,5464,2982	None	CP19F2
36	PF_Cali	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Pathway modules	Energy metabolism	Carbon fixation	K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)	0.5	False	K00134,K00134,K00134,K00927	4961,790,2404,789	None	CP19F2
37	PF_Cali	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules	Energy metabolism	Carbon fixation	(K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)	0.857142857142857	True	K00615,K00615,K01623,K01624,K01807,K01808,K03841	5482,791,3969,786,909,5464,2982	None	CP19F2
38	PF_Cali	M00168	CAM (Crassulacean acid metabolism), dark	Pathway modules	Energy metabolism	Carbon fixation	K01595 (K00025,K00026,K00024)	0.5	False	K01595	5161	None	CP19F2
39	PF_Cali	M00169	CAM (Crassulacean acid metabolism), light	Pathway modules	Energy metabolism	Carbon fixation	K00029 K01006	0.5	False	K00029	2930	None	CP19F2
40	PF_Cali	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K00051 K00029 K01006	0.5	False	K00029,K01595	2930,5161	None	CP19F2
41	PF_Cali	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K14454 K14455 (K00025,K00026) K00028 (K00814,K14272) K01006	0.142857142857143	False	K01595	5161	None	CP19F2
42	PF_Cali	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K14454 K14455 K01610	0.5	False	K01595,K01610	5161,5629	None	CP19F2
43	PF_Cali	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules	Energy metabolism	Carbon fixation	(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242,K00244+K00245-K00246-K00247,K18556+K18557+K18558+K18559+K18560) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K01681,K01682) (K15230+K15231,K15232+K15233 K15234)	0.636363636363636	False	K00031,K00031,K00239,K00240,K00241,K00242,K01007,K01595,K01676,K01679,K01679,K01681,K01682,K01902,K01903,K01959,K01960	3268,3269,4489,4488,4491,4490,115,5161,2391,1535,500,4986,2631,4483,4484,1168,1167	None	CP19F2
44	PF_Cali	M00376	3-Hydroxypropionate bi-cycle	Pathway modules	Energy metabolism	Carbon fixation	(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709	0.307692307692308	False	K00239,K00240,K00241,K01679,K01679,K01961,K01962,K01963,K02160,K05606	4489,4488,4491,1535,500,2725,4813,5550,2724,577	None	CP19F2
